samples
10
5
10
10
0
5
20
30
15
10
15
10
-5
0
-5
-15
0
5
-15
-25
-15
0
10
5
0
-20
-20
-10
-5
-15
-25
-20
5
5
-15
5
15
35
55
35
10
10
0
-15
-20
-10
-5
-20
-5
15
-15
-15
0
5
10
-15
-25
-5
-5
-10
0
0
5
20
15
15
5
25
25
-5
0
-5
-30
-20
5
-5
-5
-5
0
10
-10
5
10
5
20
0
-20
-15
10
30
10
5
20
5
-15
15
0
-25
-10
-10
-20
-40
-25
10
15
10
15
-10
-20
-10
-15
5
5
5
5
-30
-10
25
15
10
30
30
10
-10
-15
-10
-20
0
10
-20
-5
10
0
15
35
30
10
-10
0
-10
-25
-5
10
-5
-15
-5
0
-5
-5
25
20
-15
-5
-20
-45
-20
-5
-15
0
15
0
-5
-20
0
10
5
20
30
5
-30
5
30
15
20
25
-5
-25
5
-20
-15
10
5
-5
-25
-10
5
10
5
30
20
-20
-25
-30
-25
-10
15
10
-10
-5
10
5
15
45
45
25
-5
-10
-25
-40
-10
10
-5
-5
15
5
0
0
15
25
0
-5
-10
-35
-30
5
5
5
30
0
-30
-10
25
15
5
25
-10
-25
-35
-15
5
15
10
25
25
-15
-10
-10
-15
10
20
-5
-25
0
15
15
25
55
25
-5
-5
-30
-20
-15
5
20
-20
-20
5
0
0
15
15
20
0
-15
-20
-35
-10
15
-5
-5
25
-15
-20
0
25
35
10
10
-20
-45
-30
-5
0
10
15
15
20
-15
0
10
-15
15
20
-20
-30
0
10
20
30
35
5
-25
-10
-25
-10
15
0
-10
-30
-25
0
10
15
40
30
10
-5
-20
-15
-15
0
25
-5
-10
20
-5
-10
25
30
30
10
-15
-25
-35
-15
10
-10
0
0
-10
5
-15
10
25
-15
5
10
-25
-25
0
5
25
30
10
-5
-20
5
10
10
25
-5
-25
-25
-25
0
10
15
45
35
-5
-10
-15
-5
0
5
10
-15
-20
15
5
5
35
15
5
0
-35
-35
-30
-10
10
-15
-10
-5
-5
15
10
25
25
-15
-5
5
-30
-20
15
10
20
25
-5
-5
-5
10
20
5
10
-5
-30
-30
-20
0
15
5
25
25
-15
-5
5
-5
10
5
0
-20
-20
15
5
15
30
10
-10
0
-10
-10
0
-10
5
-15
-30
-10
-5
10
15
25
10
-30
-25
-5
-35
-20
15
0
10
25
0
5
15
15
15
0
-15
-15
-35
-35
-10
0
15
0
10
20
-5
15
20
-10
0
5
-10
-25
-10
20
20
25
25
10
-5
10
20
10
10
-10
-5
-25
-40
-20
-5
0
15
25
-5
-20
-10
0
-10
-5
20
-5
-5
15
0
5
20
15
15
5
-10
0
-20
-25
0
5
0
-15
-5
15
5
15
20
-15
-5
5
-20
-30
-15
15
15
10
5
0
-5
0
10
0
-5
-10
-5
-15
-20
5
15
10
15
30
-5
-10
5
0
-15
-10
20
-5
-5
10
20
25
10
0
-15
-10
-15
0
-20
-35
-10
-10
-10
-15
5
20
20
35
20
-10
-5
10
-15
-35
-20
5
5
5
15
20
25
10
10
0
-10
-10
-10
-30
-35
-5
-5
-5
10
30
20
15
30
10
-5
0
15
-10
-25
-5
0
0
-10
-5
-10
-5
10
15
-10
-20
5
-15
-25
-20
5
10
0
30
15
-5
15
20
-10
-25
0
20
20
15
25
30
5
-10
-15
-15
-15
10
0
-30
-20
5
-15
-45
-10
10
-15
-10
0
-5
-5
10
30
0
-15
5
10
5
20
40
35
20
15
15
-25
-25
10
0
-10
-5
5
-10
-15
15
5
-25
-5
-5
-30
-25
0
10
5
5
5
0
-5
-15
5
5
5
30
10
-20
-15
5
0
-20
10
20
-10
5
0
0
0
0
15
-15
-15
10
10
10
10
25
10
-10
15
10
-25
-15
15
15
-5
5
10
-25
-15
10
-5
-20
-10
5
-20
-10
10
5
-10
-15
5
0
-20
0
15
10
15
30
5
-35
-15
20
0
0
25
20
-5
0
0
-15
-5
15
25
0
10
30
5
-15
-15
-15
-25
-45
-15
10
-20
-10
15
0
-15
0
0
-15
15
40
25
0
5
5
-35
-20
15
15
20
30
40
25
-10
-5
0
-30
-15
0
-15
-40
-15
15
0
0
10
0
-20
0
15
-5
0
15
5
-20
-15
0
0
-5
15
25
5
-5
5
20
-15
-20
-5
-30
-20
10
5
-10
15
45
10
-15
5
5
-10
-5
15
15
5
10
15
0
-15
-10
5
-15
5
30
5
-15
-10
-5
-30
-35
0
-10
-20
10
10
-5
5
20
10
-25
-10
10
5
15
30
30
0
-10
0
-5
-15
0
15
0
0
25
0
-25
-10
0
-15
-25
-20
-5
-5
15
25
15
5
-5
-15
-20
0
20
15
0
0
10
-5
-10
5
0
-5
10
15
15
0
0
0
-20
-20
-20
-20
-10
5
10
10
15
10
0
-15
-15
10
