ResponseTimes
1694.481156
2032.094229
653.384967
732.249292
1680.944036
2446.230186
2490.122879
1443.708141
1218.155911
795.084717
1788.061033
2074.85405
751.917618
1206.162643
1081.609642
1900.417175
1230.924787
1639.343553
1127.409839
842.912418
1082.886298
779.422349
1213.542472
600.707963
1724.569175
1507.144436
1433.449906
877.739363
552.595904
1960.62764
1410.94401
1085.420506
849.614421
957.594645
554.91614
1743.227599
615.539935
1265.509702
1960.902652
861.684231
1459.853291

