differences
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
7
-8
7
7
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
-8
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
-8
-8
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
7
7
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
7
-8
7
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
7
-8
7
7
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
-8
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
-8
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
7
-8
7
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
7
0
7
7
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
-8
7
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
7
-8
7
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
7
7
7
7
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
-8
7
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
7
-8
7
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
7
7
7
7
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
-8
7
7
-8
7
7
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
7
7
7
7
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
-8
7
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
-8
7
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
-8
-8
-8
-8
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
7
7
-8
7
-8
-8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
-8
