steps
2095
1859
1809
1896
894
1820
1640
1261
925
1463
2056
1600
878
2597
2623
2225
2041
1840
1175
733
611
573
557
416
389
347
273
242
429
967
495
391
384
382
565
564
1041
1676
1189
1141
1693
1525
1209
1604
1942
1774
1769
1352
971
915
875
829
889
1088
1351
1611
1330
614
1621
1981
1625
1303
1649
1598
686
468
855
1191
1555
1847
855
669
827
1620
1929
1487
1189
1223
1378
888
1255
1029
1941
2309
2248
1356
642
949
1956
1980
1909
1548
961
1194
1420
1275
1250
1612
2073
1283
1000
766
446
2590
2630
2325
2050
1512
1558
924
709
511
376
353
295
225
234
178
274
1526
1110
899
828
574
590
475
325
285
727
847
767
747
460
775
2203
1999
1683
838
821
1060
815
646
512
929
1232
1210
1404
764
1181
1508
952
781
492
1642
1549
1193
637
622
1071
767
716
800
495
745
1647
1566
1437
1271
620
334
1704
1773
1522
1467
1958
2294
1842
1987
1701
2278
2122
1500
1615
1775
1604
1566
2034
2595
2351
2216
2717
2681
2503
2482
2368
2188
2016
1747
799
676
645
531
739
1551
1563
1840
2157
1683
641
500
488
824
1926
3317
3474
3788
3488
1764
961
2149
3025
3297
2991
835
533
487
601
1456
1846
1733
1506
1254
1466
2566
2505
2389
2899
3118
2721
2643
2741
2551
2491
2035
2113
1888
1766
2194
3293
2923
3278
3398
3077
2926
2410
1395
746
697
645
493
482
529
1656
2748
3081
3388
3205
1924
799
513
538
538
994
1107
1054
879
1020
918
1406
1873
2060
2064
2043
1965
2182
2302
2650
2483
2964
3110
2944
2729
2982
2971
3010
2929
2543
2109
2186
1755
1392
831
1226
1615
1322
1264
1117
857
998
1797
1345
1082
973
921
722
608
441
357
405
372
375
351
357
796
1888
2078
2109
1409
1010
662
610
713
1593
2399
2547
2726
2304
1151
699
1519
1680
1123
1255
599
473
725
1540
1766
1307
326
280
267
444
1078
2229
3074
2990
2016
2281
2151
1289
1152
1125
1228
1007
1820
2189
2437
2628
2588
2475
2919
2888
2812
2544
3238
2585
2884
2390
2244
2435
2576
2636
2961
2791
2255
2221
2337
2610
2368
2917
3084
3260
2662
1313
479
410
438
518
1597
2782
2541
2907
3111
3529
3517
2587
2244
2266
2100
2674
2472
2170
2447
2691
2718
2507
2026
1928
2193
2498
2438
1142
1499
1402
1377
1297
2012
2403
2343
2620
2752
2876
2718
2676
2299
2144
2050
1969
1631
1561
1401
1097
1514
1437
1309
1109
1237
1245
991
1479
1810
1191
965
965
895
767
764
1883
1785
1630
1328
1035
1028
655
658
481
452
430
470
481
477
842
1610
1990
2155
2192
1357
913
807
948
666
2027
3078
3055
3086
2190
743
731
2379
2488
2580
2572
2391
1192
405
440
817
1559
928
900
1010
1671
2120
2587
2767
3006
2986
2663
1264
1295
801
1066
1577
2013
1883
1990
2120
2491
2220
2586
2665
2362
2398
1835
539
522
439
438
451
408
378
332
663
1754
2245
2386
2733
2482
1508
493
412
710
1549
1322
1316
887
984
1399
1529
1821
1747
2215
2111
1888
1809
1670
1788
1883
1945
1563
1792
1886
1939
2651
2314
2116
2343
2212
1928
1814
1227
728
1274
1616
1292
887
684
598
1375
1467
1566
1399
1017
913
627
473
783
1005
1400
1672
