means
-10
-10
33
3
40
-31
10
23
-43
-5
17
-61
51
31
-78
-8
77
32
-130
78
51
-103
41
6
-8
-25
90
-80
18
19
-26
38
-43
-42
62
24
-13
77
-72
-24
-24
-25
1
38
65
-84
62
51
-44
-68
-9
-16
29
66
-36
-44
40
50
-36
-92
67
-32
87
1
-69
47
0
-65
16
76
-9
-7
27
26
-73
-16
82
-193
133
49
0
-39
27
-28
-88
110
-90
62
-49
67
-18
7
8
-69
76
4
11
-32
-46
-20
108
6
-76
20
-5
-41
-20
50
12
-12
-58
130
70
-49
-166
113
-71
83
-50
13
14
-62
12
-46
78
-135
171
-51
-96
195
-141
82
-119
135
-79
14
19
-50
8
6
17
-127
72
154
-178
108
-74
19
-24
80
9
14
-49
-5
-58
22
77
52
-151
83
-31
45
-8
-46
4
1
-3
20
-32
-80
210
-61
-127
124
-84
88
-74
-6
35
11
56
-73
-34
160
-188
-63
-2
211
-137
99
-36
-53
28
58
-51
34
-33
-16
78
-128
98
99
-136
42
-53
84
-91
9
-12
83
-14
-8
-54
14
93
-4
-89
32
-54
70
-24
28
-26
-11
-12
27
-12
-8
-37
-8
-35
147
-42
8
-29
22
-9
16
10
-58
-3
22
141
-230
28
143
-82
24
-22
54
-66
-6
61
-35
19
-28
15
53
58
-4
-117
22
-22
38
-48
54
-70
5
39
5
5
-74
65
-12
-56
1
99
-50
-13
2
41
-30
-2
0
7
-4
73
-171
-20
120
55
-52
23
-7
-40
10
-4
77
-38
-34
-59
137
-75
70
-32
-72
50
-17
37
23
-50
-16
17
13
8
101
52
-137
-17
51
-44
61
-28
-10
27
-6
30
-5
-55
55
-74
30
142
-110
36
-53
18
15
4
-13
0
15
25
75
-132
77
44
-125
99
-52
39
-27
9
27
-129
100
47
-75
72
82
-84
-131
147
-90
33
-5
0
-10
-41
34
34
-7
-121
113
-16
-78
190
-134
79
-74
85
-29
-1
-17
-2
-21
18
0
-122
104
116
-144
79
-51
14
-28
23
9
3
-17
21
-54
54
68
6
-166
111
-68
85
-30
-9
-23
43
10
-52
46
-116
183
-56
-138
175
-120
73
-17
58
-59
-5
1
-25
-9
165
-157
-82
2
199
-142
68
-47
-26
62
22
-18
-8
-22
5
-38
-49
114
108
-210
128
-55
9
-18
3
-6
48
-21
21
-18
-48
170
-14
-170
67
-52
32
15
-10
14
-17
-81
112
-40
42
-64
-22
-68
184
-90
61
-62
-16
70
4
-6
-27
-26
52
117
-255
39
165
-97
40
-58
55
-46
-21
67
15
-8
-21
6
75
31
18
-143
-35
25
79
-52
12
-9
-2
0
25
4
-118
71
33
-61
96
-18
-33
-40
29
27
0
37
-19
13
-51
108
-198
12
128
-15
-41
31
-47
-51
108
15
-10
-6
-22
-57
95
-49
87
-78
-48
50
-13
20
-22
-25
-16
50
8
-5
29
13
49
-131
6
67
-89
28
19
9
-4
-14
4
6
2
5
-86
-51
89
101
-82
38
-44
9
12
0
26
44
-55
-117
200
-152
