samples
10413
16698
-62
-10537
-16822
-4252
-6347
6223
4128
-8442
4128
10413
-4252
-4252
4128
8318
10413
-6347
-2157
-6347
-8442
2033
6223
2033
10413
10413
-12632
-14727
-4252
14603
10413
-6347
2033
-10537
-8442
-2157
-2157
8318
10413
6223
4128
2033
-14727
-8442
-10537
-4252
14603
12508
-4252
-16822
-4252
12508
12508
6223
2033
-8442
-10537
-4252
-14727
-62
2033
2033
4128
-8442
-62
10413
4128
4128
12508
6223
2033
-12632
-14727
-4252
-6347
6223
8318
-2157
6223
8318
-10537
-10537
4128
14603
12508
-8442
-8442
-12632
-12632
4128
4128
2033
12508
4128
-62
-62
-10537
2033
-2157
-8442
10413
8318
-6347
-12632
-4252
12508
14603
8318
-62
-12632
-12632
2033
-4252
2033
8318
-4252
-62
-6347
-4252
8318
6223
4128
12508
6223
-6347
-14727
-14727
2033
4128
4128
8318
-6347
2033
8318
-6347
-4252
6223
4128
6223
-6347
-16822
-10537
-10537
8318
8318
-2157
8318
4128
4128
8318
2033
2033
-62
-14727
2033
6223
-8442
-6347
2033
10413
16698
4128
-4252
-10537
-8442
4128
4128
-62
6223
-4252
-6347
-8442
-4252
10413
8318
-62
10413
8318
-8442
-10537
-10537
-62
10413
4128
6223
-8442
2033
12508
-62
-62
2033
-4252
-2157
-2157
-10537
-4252
-62
-62
8318
-2157
-62
2033
-2157
6223
4128
6223
-2157
-18917
-2157
8318
-6347
-4252
4128
6223
16698
8318
-2157
-6347
-2157
2033
4128
-4252
-4252
-6347
-10537
-6347
-62
10413
12508
2033
8318
6223
-6347
-2157
-6347
-8442
4128
4128
-4252
-10537
-2157
16698
6223
2033
2033
-6347
-6347
-62
-4252
-62
2033
-6347
4128
-4252
-2157
-62
-2531
-1823
9331
9331
-5541
-16695
-7400
7472
36
-1823
5613
36
9331
7472
-5541
-3682
-1823
3754
3754
-3682
-5541
-1823
-11118
-7400
1895
9331
7472
-5541
3754
9331
36
36
-3682
-11118
3754
7472
-5541
-12977
-3682
16767
5613
-1823
36
-1823
-1823
-1823
1895
36
1895
-3682
36
-1823
36
7472
1895
1895
5613
7472
-11118
-14836
-9259
3754
-1823
-3682
3754
1895
9331
5613
1895
3754
-1823
-5541
-9259
-5541
-7400
3754
-7400
-11118
1895
7472
9331
36
9331
11190
5613
3754
-5541
-12977
-1823
5613
-7400
-14836
-5541
13049
3754
36
3754
5613
5613
-3682
1895
-3682
-3682
-3682
-3682
-5541
36
9331
36
-1823
5613
13049
1895
-5541
1895
-1823
36
-3682
36
-3682
36
1895
-5541
1895
-3682
-1823
-3682
1895
5613
5613
-3682
-12977
36
1895
5613
-1823
3754
11190
5613
7472
-7400
-12977
1895
9331
-3682
-16695
-1823
16767
9331
-1823
3754
5613
-3682
-12977
-11118
-3682
-3682
9331
-1823
-12977
1895
11190
-3682
-16695
5613
18626
3754
-7400
-5541
1895
3754
5613
7472
-3682
1895
1895
-5541
36
5613
13049
3754
-7400
-1823
-1823
-12977
-12977
36
7472
9331
-1823
-1823
-1823
36
9331
-5541
-14836
3754
7472
-1823
-7400
-1823
13049
5613
-1823
-3682
-1823
-3682
-3682
5613
5613
9331
9331
-5541
-18554
-5541
9331
36
-7400
9331
13049
36
-5541
-12977
-1823
36
1895
5613
-7400
3754
9331
36
36
36
5613
-3682
-11118
3754
5613
-3682
-9259
36
11190
5613
-3682
-1823
-9259
7472
11190
-1823
-11118
-1823
9331
-5541
-5541
-1823
5613
1975
1775
-34
5393
-34
-34
-34
3584
9011
7202
-5461
-23551
-1843
19865
-34
-7270
1775
7202
-34
-7270
-10888
-5461
1775
10820
7202
-5461
7202
9011
-5461
-14506
-10888
-34
-3652
-9079
7202
18056
-34
-7270
-34
3584
3584
-34
-5461
-5461
10820
19865
5393
-14506
-3652
1775
-12697
-9079
-3652
12629
12629
5393
5393
-1843
-9079
-10888
-10888
-9079
7202
10820
1775
-12697
5393
18056
3584
-5461
-3652
-34
-3652
-34
-34
-1843
7202
7202
-3652
-12697
-3652
7202
1775
-1843
7202
10820
1775
-10888
-1843
9011
-7270
-12697
-3652
-3652
10820
12629
1775
-7270
5393
18056
-5461
-19933
-5461
7202
1775
-3652
-34
5393
1775
-34
-1843
-3652
-3652
-3652
-34
-1843
12629
16247
-1843
-16315
-7270
3584
-5461
-9079
5393
7202
9011
7202
-3652
-5461
1775
7202
-3652
-14506
-34
12629
3584
1775
3584
5393
-5461
-14506
-7270
1775
-34
1775
1775
-34
5393
9011
-9079
-18124
-3652
9011
1775
-7270
-1843
5393
3584
7202
5393
-34
-34
-7270
-5461
-3652
5393
12629
5393
-7270
-1843
3584
-3652
-7270
1775
3584
5393
3584
1775
1775
-3652
-5461
-5461
-7270
-34
-34
-34
3584
5393
7202
5393
1775
-1843
-5461
-7270
-5461
3584
7202
3584
-1843
-3652
-34
1775
3584
-34
-3652
3584
5393
3584
1775
-3652
-3652
-1843
-1843
-1843
-10888
-1843
3584
5393
5393
3584
-34
-3652
-5461
-34
5393
1775
-5461
-34
9011
3584
1775
3584
-1843
-34
-34
-34
-1843
-34
7202
-3652
-1843
-1843
-9079
-5461
-7270
-5461
-34
1775
7202
3584
-34
3584
3584
-34
-9079
120
33
3825
5721
3825
-1863
33
-1863
-1863
-3759
-1863
33
-5655
3825
33
-1863
-3759
-9447
-9447
-3759
-1863
1929
7617
11409
7617
-1863
7617
11409
-1863
-9447
-3759
5721
7617
1929
33
-5655
-3759
1929
-9447
-7551
-7551
-5655
3825
15201
5721
-7551
-3759
33
-9447
-13239
-3759
3825
5721
5721
5721
1929
5721
9513
-5655
-9447
-5655
3825
7617
33
3825
1929
33
-3759
-3759
1929
-7551
-9447
7617
20889
5721
-11343
-1863
11409
-3759
-17031
-7551
-1863
5721
5721
33
-1863
3825
9513
-3759
-5655
-3759
-1863
9513
3825
-1863
-5655
-5655
-1863
1929
5721
-1863
-7551
7617
9513
3825
-3759
-1863
7617
33
-5655
-13239
-11343
1929
5721
3825
3825
33
-1863
5721
15201
33
-17031
1929
9513
33
-5655
-5655
33
3825
3825
1929
-3759
1929
33
3825
7617
1929
33
33
-1863
-9447
-11343
-5655
-5655
5721
15201
1929
-9447
7617
18993
-1863
-20823
-7551
9513
5721
33
-3759
-5655
1929
3825
3825
33
-1863
-1863
3825
13305
5721
-5655
33
33
-5655
-7551
-9447
-9447
7617
17097
3825
-11343
1929
11409
33
-5655
-3759
33
7617
3825
-3759
-1863
-3759
-5655
3825
9513
33
-9447
5721
17097
3825
-15135
-5655
7617
-5655
-3759
-11343
-11343
3825
7617
1929
33
-1863
-1863
3825
9513
1929
-9447
3825
7617
-3759
-1863
-5655
-7551
7617
13305
3825
-9447
1929
7617
33
-3759
-3759
5721
1929
33
-9447
-15135
-3759
33
3825
11409
33
-11343
9513
20889
1929
-20823
-3759
13305
1929
-1863
-5655
-7551
1929
1929
33
-3759
33
7617
4784
-4480
5354
11612
2672
-5374
-4480
-10
-3586
-10
-4480
-4480
3566
-904
-10
-10
884
6248
2672
2672
-10
-1798
-10
-3586
