ResponseTimes
266.536041
286.900457
253.533073
377.329359
252.611889
259.336842
271.462545
246.684588
355.907686
348.362517
245.038166
236.225688
340.199281
246.099235
239.170846
239.622623
237.473079
238.205818
238.388882
238.762367
237.205219
238.507162
237.746976
234.520763
236.645145
240.07211
238.999901
237.321796
236.687156
235.892232
237.04253
236.991899
239.841435
235.80156
237.601835
237.318865
237.771593
237.474234
236.555743
237.376064
240.90756
233.120456
239.507526
242.326069
232.507446
238.068417
235.761954
238.433981
237.123177
240.115321
239.452848
236.745582
236.095513
236.276902
239.356113
236.702817
240.809753
238.397534
241.794223
239.067371
236.801683
240.648291
233.752264
240.892527
251.064461
239.301288
241.182607
235.531093
237.020884
243.058184
233.622328
236.755765
240.591274
233.393939
238.510726
237.491918
240.49487
238.338111
235.073164
237.603134
237.098863
235.611896
239.196306
240.081809
237.449068
236.985296
238.757216
237.279644
240.164561
236.078811
239.177386
237.312054
236.657193
239.963957
239.343466
234.034644
238.794359
240.326762
240.57794
234.796087
240.324543
235.687642
237.923205
236.232448
240.00643
236.961812
240.351906
238.477472
237.111148
237.506618
239.911799
237.950001
236.12653
240.723126
237.593968
225.841751
238.861162
234.181817
239.132467
237.072022
240.076223
248.510305
239.001334
236.292364
240.84109
231.148271
238.643369
238.675201
236.973352
244.605665
231.322786
279.17694
286.057994
228.481167
235.813296
241.43941
239.158459
248.142347
224.91416
238.571333
237.112275
236.941947
237.449813
270.625717
331.917106
345.395127
346.374861
303.991474
356.427762
345.547632
347.90893
347.052699
355.579922
357.898431
363.422478
363.244496
364.545471
379.807306
364.65979
345.941869
364.410775
364.742909
241.821847
265.1363
236.659545
236.577661
240.196775
233.163248
270.972648
237.341021
236.311899
236.938943
236.828285
239.930309
236.356161

